data,tipo_crime,rua,bairro,latitude,longitude,turno,fonte,severidade
2025-07-10 08:02:00,Tráfico,Av. Laura Machado,Enseada dos Corais,-8.292802703828304,-35.066587873703305,Manhã,Monitoramento,3
2025-07-17 16:07:00,Arrombamento,Rua da Praia,Charneca,-8.275596993073385,-35.0234736181955,Madrugada,Relato anônimo,3
2025-06-25 17:43:00,Roubo,Rua Dr. João Leitão,Centro,-8.282872163583939,-35.03586467833438,Tarde,Imprensa,4
2025-07-31 03:46:00,Roubo,Rua da Praia,Pontezinha,-8.31838426855126,-35.04051613306913,Noite,Imprensa,4
2025-04-02 13:42:00,Furto,Rua Sete de Setembro,Enseada dos Corais,-8.291567862913169,-35.050056931730545,Madrugada,Relato anônimo,5
2025-04-30 09:13:00,Assalto,Rua Monsenhor Fabrício,Centro,-8.28703214279165,-35.01989872857964,Madrugada,Imprensa,4
2025-03-27 21:05:00,Homicídio,Rua do Comércio,Novo Horizonte,-8.235845352469736,-35.025635554679205,Noite,Imprensa,1
2025-04-10 06:09:00,Violência doméstica,Rua Professor Luís Sobrinho,Suape,-8.27656124023193,-35.031861147894155,Manhã,BO,2
2025-05-29 20:36:00,Vandalismo,Av. Presidente Kennedy,Novo Horizonte,-8.330969280382476,-35.03066284688623,Tarde,Monitoramento,4
2025-03-11 13:14:00,Furto,Rua do Sol,Centro,-8.281494244751475,-34.96841894718787,Tarde,Monitoramento,1
2025-03-18 14:42:00,Assalto,Rua do Rosário,Novo Horizonte,-8.287809024119527,-35.022461316441664,Noite,Monitoramento,5
2025-07-02 14:57:00,Violência doméstica,Rua do Carmo,Charneca,-8.28386779424263,-35.05921695094049,Tarde,Monitoramento,4
2025-06-25 15:40:00,Furto,Rua Professor Luís Sobrinho,Suape,-8.254429429637124,-35.01120167418283,Tarde,Imprensa,4
2025-04-22 10:20:00,Roubo,Rua Sete de Setembro,Gaibu,-8.263224201323924,-35.05273468636987,Manhã,Relato anônimo,2
2025-02-28 13:26:00,Roubo,Rua do Sol,Gaibu,-8.247930142226597,-35.06504627656981,Noite,Monitoramento,4
2025-07-11 22:01:00,Roubo,Rua Dr. João Leitão,Charneca,-8.268328572654992,-34.975238609354754,Madrugada,Monitoramento,1
2025-05-30 17:47:00,Vandalismo,Rua Sete de Setembro,Charneca,-8.307763408128267,-35.04415744324007,Tarde,Monitoramento,2
2025-05-22 10:42:00,Furto,Rua do Forte,Centro,-8.28050871587281,-35.042586891352904,Madrugada,Relato anônimo,4
2025-05-23 18:36:00,Tráfico,Av. Governador Agamenon Magalhães,Centro,-8.321766585776652,-35.02828592562985,Manhã,BO,4
2025-02-24 08:24:00,Roubo,Rua da Estação,Enseada dos Corais,-8.309557592843152,-35.01816018923412,Noite,Relato anônimo,4
2025-05-30 08:53:00,Furto,Rua Monsenhor Fabrício,Suape,-8.305985605855845,-34.99125163987456,Manhã,Monitoramento,1
2025-04-10 20:04:00,Arrombamento,Rua da Matriz,Pontezinha,-8.302581332308405,-35.03805153790514,Manhã,BO,2
2025-04-14 04:30:00,Roubo,Av. Historiador Pereira da Costa,Enseada dos Corais,-8.262662069565758,-35.06077160791085,Manhã,Relato anônimo,4
2025-07-17 19:47:00,Arrombamento,Rua do Canal,Enseada dos Corais,-8.277313501634897,-34.99732143114294,Manhã,Relato anônimo,3
2025-07-09 21:58:00,Roubo,Av. Historiador Pereira da Costa,Suape,-8.323187080864031,-35.02538415353669,Madrugada,Monitoramento,2
2025-08-09 09:54:00,Roubo,Rua Professor Luís Sobrinho,Ponte dos Carvalhos,-8.276502930143788,-35.01045442820557,Manhã,BO,3
2025-06-21 20:21:00,Assalto,Rua do Canal,Ponte dos Carvalhos,-8.313923767771952,-35.06301141532711,Manhã,Monitoramento,4
2025-03-23 13:11:00,Roubo,Rua do Canal,Novo Horizonte,-8.269951460859577,-35.02257538316917,Noite,Monitoramento,4
2025-04-15 02:17:00,Furto,Av. Laura Machado,Pontezinha,-8.276737678741352,-35.02133879476258,Madrugada,Relato anônimo,4
2025-02-19 15:54:00,Assalto,Rua Monsenhor Fabrício,Pontezinha,-8.300000618039462,-35.024193657570976,Noite,Relato anônimo,4
2025-04-24 19:44:00,Roubo,Av. Laura Machado,Pontezinha,-8.275673188167533,-35.04785878545066,Noite,BO,5
2025-05-27 15:35:00,Vandalismo,Av. Presidente Kennedy,Gaibu,-8.236355637221381,-35.018154176977205,Tarde,Monitoramento,4
2025-04-28 07:25:00,Homicídio,Av. Historiador Pereira da Costa,Ponte dos Carvalhos,-8.312782587430066,-35.013586159784154,Tarde,Imprensa,5
2025-05-31 23:35:00,Furto,Av. Governador Agamenon Magalhães,Pontezinha,-8.307367041755683,-35.01032288490644,Noite,Imprensa,4
2025-03-14 23:12:00,Furto,Av. Laura Machado,Gaibu,-8.254035110524814,-35.05051705795879,Noite,BO,5
2025-04-08 23:30:00,Vandalismo,Av. Tejucupapo,Gaibu,-8.258915596768892,-35.019680476826586,Noite,Imprensa,1
2025-05-15 05:19:00,Violência doméstica,Rua Sete de Setembro,Gaibu,-8.262448496000138,-34.982580175433654,Manhã,Relato anônimo,3
2025-08-09 04:40:00,Roubo,Rua da Matriz,Suape,-8.289134702900071,-35.048843404108936,Madrugada,BO,1
2025-06-04 10:11:00,Assalto,Rua do Forte,Novo Horizonte,-8.305237860740638,-35.05039525712414,Manhã,Imprensa,4
2025-06-17 02:36:00,Roubo,Av. Presidente Kennedy,Charneca,-8.284927542735351,-35.021471200629584,Manhã,Relato anônimo,2
2025-04-16 03:35:00,Violência doméstica,Rua Sete de Setembro,Ponte dos Carvalhos,-8.27608273001675,-35.0093204187741,Madrugada,Relato anônimo,5
2025-07-12 13:19:00,Furto,Rua da Estação,Suape,-8.282674952703053,-34.99366164807107,Manhã,BO,2
2025-03-24 07:11:00,Assalto,Av. Laura Machado,Ponte dos Carvalhos,-8.289616420830948,-34.96199577083526,Manhã,Relato anônimo,1
2025-02-20 07:18:00,Furto,Rua do Forte,Suape,-8.267358316305874,-35.051428938910405,Noite,Monitoramento,1
2025-05-31 03:34:00,Arrombamento,Av. Laura Machado,Gaibu,-8.309772312451527,-35.017938189618924,Tarde,Relato anônimo,3
2025-03-26 09:38:00,Violência doméstica,Av. Presidente Kennedy,Centro,-8.288586569633146,-35.012149987647696,Noite,Monitoramento,1
2025-04-22 16:34:00,Homicídio,Rua Sete de Setembro,Charneca,-8.271169059385661,-35.03182072281642,Madrugada,Monitoramento,1
2025-07-16 08:01:00,Assalto,Rua Dr. João Leitão,Pontezinha,-8.30416984295171,-35.067871180617146,Manhã,Relato anônimo,5
2025-07-09 01:48:00,Assalto,Av. Historiador Pereira da Costa,Suape,-8.294162873801675,-35.00859003014192,Tarde,Monitoramento,5
2025-07-11 13:40:00,Assalto,Av. Laura Machado,Enseada dos Corais,-8.277647656396745,-35.0611434694678,Madrugada,BO,4
2025-08-02 03:54:00,Furto,Rua da Praia,Pontezinha,-8.27867047685372,-35.02036706550678,Tarde,Imprensa,4
2025-07-02 01:29:00,Arrombamento,Rua Sete de Setembro,Charneca,-8.305096435905028,-35.026156872351365,Manhã,Imprensa,3
2025-07-30 17:29:00,Furto,Rua Monsenhor Fabrício,Centro,-8.28154478203885,-35.05857425744577,Madrugada,BO,2
2025-02-25 06:17:00,Assalto,Rua do Forte,Novo Horizonte,-8.274055315991292,-35.015980386840795,Tarde,Imprensa,4
2025-02-19 20:38:00,Tráfico,Rua do Forte,Ponte dos Carvalhos,-8.255923718920618,-35.00365494869913,Tarde,Relato anônimo,3
2025-03-07 07:53:00,Assalto,Av. Governador Agamenon Magalhães,Charneca,-8.317441734198926,-35.05344562599788,Manhã,Monitoramento,1
2025-04-27 16:45:00,Assalto,Rua do Sol,Novo Horizonte,-8.270124118319783,-35.017155351227196,Noite,Monitoramento,4
2025-07-03 04:24:00,Vandalismo,Rua Professor Luís Sobrinho,Novo Horizonte,-8.270123807842348,-34.93368171273363,Tarde,Relato anônimo,1
2025-06-21 08:52:00,Furto,Rua Dr. João Leitão,Pontezinha,-8.26872773723267,-35.001610858995484,Manhã,Imprensa,3
2025-06-06 17:30:00,Violência doméstica,Rua do Forte,Enseada dos Corais,-8.259149955912669,-35.01371521871736,Noite,Imprensa,5
2025-05-05 06:44:00,Arrombamento,Rua Monsenhor Fabrício,Novo Horizonte,-8.290881731116007,-35.01102576948767,Tarde,Monitoramento,2
2025-05-04 23:30:00,Tráfico,Rua Dr. João Leitão,Centro,-8.30232063036344,-35.0359204651685,Madrugada,Monitoramento,2
2025-06-20 18:21:00,Assalto,Rua da Matriz,Enseada dos Corais,-8.295134088695727,-35.027953146515344,Manhã,Monitoramento,1
2025-03-20 13:55:00,Assalto,Rua da Estação,Centro,-8.225133535833162,-35.07668162981479,Tarde,BO,4
2025-07-21 22:25:00,Violência doméstica,Av. Laura Machado,Pontezinha,-8.265843495240636,-35.07031789677974,Manhã,Imprensa,5
2025-06-30 01:39:00,Furto,Rua da Praia,Novo Horizonte,-8.294798296644736,-35.002776235075814,Manhã,Relato anônimo,3
2025-03-09 20:45:00,Vandalismo,Av. Presidente Kennedy,Charneca,-8.281392999522613,-35.056943619448234,Manhã,Monitoramento,2
2025-05-06 01:18:00,Arrombamento,Av. Historiador Pereira da Costa,Centro,-8.300882592731499,-35.013010056276634,Noite,Imprensa,4
2025-07-06 21:50:00,Roubo,Rua do Carmo,Charneca,-8.301259165792928,-35.02458853526045,Tarde,Relato anônimo,2
2025-06-19 18:09:00,Roubo,Rua Monsenhor Fabrício,Gaibu,-8.281860704002405,-35.04629000869015,Tarde,Monitoramento,3
2025-04-26 21:34:00,Homicídio,Av. Historiador Pereira da Costa,Novo Horizonte,-8.229401397766866,-35.01415202444205,Tarde,BO,4
2025-08-07 08:29:00,Vandalismo,Rua Sete de Setembro,Charneca,-8.333628564666439,-35.02533864213076,Noite,Relato anônimo,4
2025-05-20 18:22:00,Tráfico,Rua do Rosário,Gaibu,-8.299544661619208,-35.0086891666301,Noite,Imprensa,1
2025-02-14 18:55:00,Vandalismo,Rua Monsenhor Fabrício,Suape,-8.302813018460817,-35.032868411036674,Manhã,Monitoramento,3
2025-04-09 20:12:00,Violência doméstica,Rua Professor Luís Sobrinho,Pontezinha,-8.270375318025488,-35.00835612014575,Noite,Relato anônimo,1
2025-06-04 01:37:00,Tráfico,Rua da Matriz,Suape,-8.313007410176393,-35.03836253089602,Noite,Relato anônimo,1
2025-03-28 06:08:00,Tráfico,Rua da Praia,Charneca,-8.294873632779023,-35.04633323081434,Noite,Imprensa,2
2025-05-09 03:29:00,Furto,Rua do Forte,Suape,-8.238863643992971,-35.01987545722598,Manhã,Relato anônimo,2
2025-03-07 12:00:00,Tráfico,Rua Monsenhor Fabrício,Pontezinha,-8.314522098858376,-35.00705345132363,Noite,BO,4
2025-07-25 11:06:00,Furto,Av. Laura Machado,Charneca,-8.229946095074684,-35.004188368486226,Tarde,Monitoramento,1
2025-07-18 07:41:00,Assalto,Av. Governador Agamenon Magalhães,Pontezinha,-8.32098424914885,-35.04210585182166,Manhã,Monitoramento,3
2025-02-23 01:19:00,Assalto,Rua do Rosário,Enseada dos Corais,-8.251327221270333,-35.04769173664047,Madrugada,BO,1
2025-05-22 14:23:00,Roubo,Av. Governador Agamenon Magalhães,Enseada dos Corais,-8.271904514296343,-35.010634148664266,Madrugada,Relato anônimo,4
2025-04-24 01:44:00,Assalto,Rua do Forte,Charneca,-8.306173261789452,-35.03148813390155,Noite,Relato anônimo,4
2025-03-09 21:23:00,Homicídio,Rua Professor Luís Sobrinho,Pontezinha,-8.364031683501727,-35.05560969103336,Noite,BO,4
2025-03-07 21:13:00,Furto,Rua do Rosário,Novo Horizonte,-8.289314203784828,-35.061194579549124,Manhã,BO,3
2025-03-01 17:13:00,Furto,Rua do Sol,Gaibu,-8.24218971740171,-35.065753534449016,Tarde,Relato anônimo,3
2025-03-21 04:34:00,Violência doméstica,Av. Historiador Pereira da Costa,Suape,-8.294001112167424,-35.02673148556785,Noite,Relato anônimo,1
2025-02-15 11:50:00,Assalto,Av. Historiador Pereira da Costa,Enseada dos Corais,-8.246968167773346,-35.06589655377949,Tarde,Imprensa,1
2025-05-30 16:07:00,Roubo,Rua da Matriz,Enseada dos Corais,-8.253920906196125,-35.02974417347451,Manhã,Monitoramento,4
2025-06-07 16:14:00,Violência doméstica,Rua do Carmo,Ponte dos Carvalhos,-8.307537716276197,-35.01844741314342,Manhã,Imprensa,4
2025-06-14 12:27:00,Assalto,Av. Historiador Pereira da Costa,Centro,-8.278023507610662,-35.04500542192897,Manhã,Monitoramento,4
2025-07-17 04:04:00,Roubo,Av. Presidente Kennedy,Pontezinha,-8.281254947875249,-35.039632839921545,Tarde,Imprensa,5
2025-05-20 19:33:00,Assalto,Av. Governador Agamenon Magalhães,Pontezinha,-8.280162066368717,-35.01344673313697,Noite,Monitoramento,5
2025-07-29 20:56:00,Assalto,Rua do Rosário,Ponte dos Carvalhos,-8.243349579596366,-35.060945387470674,Tarde,Monitoramento,4
2025-06-08 12:26:00,Tráfico,Rua Dr. João Leitão,Pontezinha,-8.229674165633593,-35.078802194988064,Manhã,Imprensa,4
2025-03-23 21:59:00,Furto,Av. Laura Machado,Pontezinha,-8.286794627375889,-35.015292069837884,Madrugada,BO,1
2025-03-08 23:47:00,Violência doméstica,Av. Presidente Kennedy,Charneca,-8.275975203306624,-35.04556748799551,Noite,Relato anônimo,5
2025-08-02 03:26:00,Roubo,Av. Governador Agamenon Magalhães,Pontezinha,-8.288203056258931,-35.04232502336647,Noite,Monitoramento,1
2025-03-10 18:32:00,Vandalismo,Rua Sete de Setembro,Pontezinha,-8.297734118923605,-35.008759947574475,Tarde,Relato anônimo,4
2025-07-04 11:07:00,Roubo,Rua do Rosário,Pontezinha,-8.274074612850873,-35.047322739881515,Noite,Relato anônimo,4
2025-07-17 21:53:00,Tráfico,Av. Governador Agamenon Magalhães,Centro,-8.260510003114168,-35.02231751197809,Noite,BO,2
2025-05-12 00:11:00,Furto,Rua Sete de Setembro,Pontezinha,-8.262678447029025,-35.01425927895191,Tarde,Monitoramento,1
2025-06-27 06:24:00,Roubo,Av. Historiador Pereira da Costa,Ponte dos Carvalhos,-8.303724875273051,-35.044004526004926,Madrugada,Monitoramento,3
2025-07-07 19:05:00,Roubo,Rua Sete de Setembro,Pontezinha,-8.264317659871917,-35.014740743364165,Manhã,Relato anônimo,2
2025-04-22 14:42:00,Arrombamento,Rua da Matriz,Ponte dos Carvalhos,-8.283522539849104,-35.02706681541728,Madrugada,Monitoramento,5
2025-06-23 03:22:00,Homicídio,Av. Laura Machado,Gaibu,-8.25105837760529,-35.0447892847209,Madrugada,BO,3
2025-02-23 07:25:00,Arrombamento,Rua do Forte,Suape,-8.269322565470748,-35.03505481631085,Manhã,BO,2
2025-04-18 09:20:00,Furto,Rua do Comércio,Enseada dos Corais,-8.28844203008068,-35.00253057870032,Manhã,BO,4
2025-05-20 17:45:00,Arrombamento,Av. Tejucupapo,Enseada dos Corais,-8.262364591275299,-35.00966225909998,Tarde,Imprensa,1
2025-02-16 14:58:00,Furto,Rua da Matriz,Charneca,-8.250363029821141,-35.02947490395918,Manhã,Imprensa,5
2025-04-27 03:25:00,Furto,Rua Monsenhor Fabrício,Charneca,-8.265951175717625,-35.03775666891484,Manhã,Imprensa,2
2025-03-06 13:54:00,Violência doméstica,Rua da Estação,Pontezinha,-8.274895841187789,-35.03325357635919,Manhã,Relato anônimo,4
2025-05-24 09:47:00,Assalto,Rua do Carmo,Ponte dos Carvalhos,-8.280575100875181,-35.01512107436408,Noite,Relato anônimo,3
2025-06-27 16:12:00,Violência doméstica,Av. Presidente Kennedy,Ponte dos Carvalhos,-8.303455517080836,-34.97769031810787,Noite,Imprensa,2
2025-04-03 05:38:00,Roubo,Rua do Sol,Suape,-8.308150434537492,-35.0603547153197,Tarde,BO,2
2025-07-06 18:28:00,Vandalismo,Rua do Forte,Novo Horizonte,-8.254047228162499,-35.01020843265093,Noite,Imprensa,2
2025-07-23 09:50:00,Furto,Rua do Forte,Novo Horizonte,-8.267397004573695,-35.014291362268395,Noite,BO,3
2025-06-07 01:03:00,Assalto,Rua Sete de Setembro,Novo Horizonte,-8.283306169321172,-35.05243135928715,Noite,Imprensa,1
2025-06-10 18:35:00,Assalto,Av. Presidente Kennedy,Charneca,-8.281104886045156,-35.0469290427878,Manhã,Monitoramento,5
2025-06-20 04:03:00,Assalto,Rua da Praia,Novo Horizonte,-8.258622006664556,-35.033676434537554,Madrugada,BO,3
2025-02-22 07:45:00,Vandalismo,Av. Presidente Kennedy,Enseada dos Corais,-8.303637429919812,-35.038034646041325,Madrugada,Monitoramento,5
2025-05-18 09:24:00,Assalto,Av. Tejucupapo,Pontezinha,-8.27267671364311,-35.044093113820104,Madrugada,Imprensa,5
2025-05-07 03:35:00,Roubo,Rua da Praia,Ponte dos Carvalhos,-8.30355550988916,-35.023907819712704,Madrugada,Imprensa,3
2025-03-04 18:42:00,Arrombamento,Rua do Sol,Pontezinha,-8.276875835722281,-35.04267357938428,Tarde,Imprensa,3
2025-07-14 22:05:00,Vandalismo,Rua Monsenhor Fabrício,Enseada dos Corais,-8.294775957640457,-35.02419875156606,Noite,Monitoramento,3
2025-07-27 21:27:00,Violência doméstica,Rua do Carmo,Ponte dos Carvalhos,-8.319202108537432,-35.06518659435942,Noite,BO,3
2025-06-16 06:14:00,Furto,Rua do Comércio,Pontezinha,-8.30096110553131,-35.0353361787928,Tarde,Relato anônimo,1
2025-07-31 10:56:00,Furto,Rua do Rosário,Centro,-8.27522731086005,-34.993116094576266,Tarde,Monitoramento,2
2025-02-23 13:23:00,Roubo,Av. Tejucupapo,Novo Horizonte,-8.261558509419949,-35.033998463249084,Tarde,Monitoramento,5
2025-06-28 07:19:00,Furto,Rua da Estação,Gaibu,-8.283475405197567,-35.05506323411595,Madrugada,Relato anônimo,3
2025-04-25 12:32:00,Arrombamento,Rua da Estação,Novo Horizonte,-8.28346282839981,-35.037216465973,Madrugada,Relato anônimo,2
2025-02-25 20:30:00,Violência doméstica,Rua do Sol,Suape,-8.274932035991547,-35.05068077358881,Noite,BO,5
2025-03-25 08:28:00,Tráfico,Rua Sete de Setembro,Ponte dos Carvalhos,-8.27001633714397,-34.99168152717494,Tarde,Monitoramento,1
2025-05-12 00:26:00,Vandalismo,Rua Professor Luís Sobrinho,Novo Horizonte,-8.28571900371142,-35.01995720694753,Manhã,Monitoramento,5
2025-05-18 07:01:00,Furto,Rua Monsenhor Fabrício,Ponte dos Carvalhos,-8.265746400207222,-35.04003051179715,Noite,BO,3
2025-04-26 15:44:00,Violência doméstica,Rua do Sol,Centro,-8.277397687954739,-35.029685189980455,Tarde,Monitoramento,4
2025-04-18 06:53:00,Assalto,Av. Presidente Kennedy,Centro,-8.280558097536279,-35.04932524459639,Tarde,Monitoramento,1
2025-03-15 01:15:00,Violência doméstica,Rua Professor Luís Sobrinho,Suape,-8.282387245643525,-35.01755004271887,Madrugada,Monitoramento,1
2025-07-23 16:36:00,Roubo,Rua do Forte,Centro,-8.246721409805124,-35.00601822934787,Tarde,Relato anônimo,3
2025-07-08 13:11:00,Furto,Rua do Canal,Gaibu,-8.22917043856221,-35.0491836890722,Manhã,Imprensa,1
2025-05-22 15:02:00,Vandalismo,Av. Governador Agamenon Magalhães,Centro,-8.261191984081982,-35.02541644985654,Madrugada,Imprensa,3
2025-05-11 07:46:00,Arrombamento,Rua do Canal,Ponte dos Carvalhos,-8.228254926669557,-35.05020745713388,Manhã,Imprensa,2
2025-07-26 05:53:00,Roubo,Av. Governador Agamenon Magalhães,Pontezinha,-8.303993046054519,-35.0449848161361,Madrugada,Monitoramento,2
2025-02-21 09:12:00,Violência doméstica,Av. Presidente Kennedy,Novo Horizonte,-8.336097393107744,-35.04314387554202,Manhã,Relato anônimo,1
2025-07-01 15:16:00,Furto,Rua Sete de Setembro,Charneca,-8.301978316538841,-35.026240155338094,Manhã,Relato anônimo,3
2025-04-22 03:51:00,Furto,Rua da Matriz,Pontezinha,-8.27445610060557,-34.9830957290196,Noite,Monitoramento,4
2025-03-31 15:44:00,Arrombamento,Rua Monsenhor Fabrício,Pontezinha,-8.259239404045347,-35.04442259139156,Madrugada,Imprensa,5
2025-03-04 13:38:00,Furto,Av. Presidente Kennedy,Charneca,-8.30546036678371,-35.01770202071234,Tarde,Imprensa,3
2025-05-01 14:38:00,Roubo,Rua da Praia,Suape,-8.316005830175515,-34.984213530853644,Madrugada,Relato anônimo,4
2025-07-19 13:17:00,Furto,Rua da Matriz,Pontezinha,-8.253513996981967,-35.04172939130262,Manhã,BO,4
2025-03-20 19:43:00,Furto,Av. Tejucupapo,Centro,-8.325828363227272,-34.99615319064586,Madrugada,BO,2
2025-05-21 18:02:00,Roubo,Rua do Canal,Pontezinha,-8.285863496131315,-34.999054592200665,Tarde,Monitoramento,3
2025-06-27 11:25:00,Furto,Av. Presidente Kennedy,Enseada dos Corais,-8.32286069146986,-35.04498437557385,Noite,Imprensa,2
2025-06-19 16:24:00,Vandalismo,Av. Historiador Pereira da Costa,Enseada dos Corais,-8.282868907507044,-35.028825485155885,Manhã,Imprensa,3
2025-08-08 15:12:00,Arrombamento,Rua do Comércio,Suape,-8.294251636786981,-35.01442875169131,Manhã,Relato anônimo,1
